Train loss, Validation loss, Train R2, Validation R2
0.008631971752038226,0.015767822827911004,0.8868750099958664,0.9007517852261643
0.008308242191560566,0.01549870113376528,0.889980319483552,0.9024141599425806
0.007954571148729883,0.015096899325726554,0.8944719577071527,0.9055167863127693
0.007690624028327875,0.014733907737536356,0.8975853810790767,0.9095957202887284
0.007429078716086224,0.014776154363062233,0.9012004936846468,0.9101924135291493
0.007182832108810544,0.014827145438175648,0.9052069455379776,0.9101961157056889
0.006992173002799973,0.014947016956284642,0.9081163240852321,0.9112133657775777
0.00686682146624662,0.014914368715835735,0.9101028708531421,0.9115186213382648
0.006642002204898745,0.015096575778443366,0.9131907737350824,0.9117628613211736
0.006578836677363142,0.015526575385592878,0.9149465025624937,0.9103739040145143
0.006528275785967708,0.016141158557729796,0.9165485814767068,0.9081385330159248
0.006552773411385715,0.017027511348715052,0.9177921351044562,0.9041480434955981
0.0065474744769744575,0.017721128970151767,0.918789788882655,0.9011685110454828
0.00664521794533357,0.018436658720020205,0.9180437195173503,0.8969256503279249
0.006661321822321042,0.018912010360509157,0.9183125588890659,0.8948330343103243
0.006669865892035887,0.019602821645094082,0.9186081488475824,0.8921640472145509
0.006728485022904351,0.020012087741633877,0.9187554982358304,0.8891927543631335
0.00663356005679816,0.020459199411561713,0.9202720207994254,0.8856605948603627
0.006687985296593979,0.02068919941666536,0.919865457035016,0.8859865743102343
0.006694080570014194,0.02139052833081223,0.9195194297311856,0.882485407147619
0.0066649494401644915,0.02155721141025424,0.9217673049299225,0.8808909927312986
0.00669526495039463,0.022031590284314007,0.9230928700701597,0.8813332311515854
0.006738779557053931,0.021727059269323945,0.9246768744405738,0.8840647575159851
0.006494098444818519,0.022190802439581603,0.9289672137019892,0.8819990128540833
0.0065870012185769156,0.024060726922471076,0.9293998207618248,0.8729919680628985
0.006956217679544352,0.025490776577498764,0.9275754929709917,0.8666398502976635
0.00723256055789534,0.027263916737865657,0.9257768023206158,0.8589247913812876
0.007232990537886508,0.02818514220416546,0.9245338335454385,0.8566634551836948
0.007375526547548361,0.030649819993413985,0.9243108486118692,0.8459202500860687
0.007730176657787524,0.03251300461124629,0.9194943670053934,0.838310714334974
0.007880206787376665,0.033725874847732484,0.9191843008410853,0.8337804948581539
0.0078036651539150625,0.03401939233299345,0.9190446679125566,0.8349107136069882
0.008017468833713792,0.03693382395431399,0.9180481396653096,0.8197296697686655
0.008392537405597977,0.03805906802881509,0.9129035500767235,0.8155626437400143
0.008564136689528823,0.03946529340464622,0.9141226815959367,0.8086298875402118
0.008920298452721909,0.041138074127957225,0.9114773869043853,0.7998157683510106
0.009381597978062928,0.04070837656036019,0.9043674918769543,0.8018924442965936
0.009525603396468796,0.04038758296519518,0.906406699296211,0.8001956633927498
0.01045744348084554,0.04406018485315144,0.8967578884330223,0.7790019572426264
0.01142064793384634,0.04380036424845457,0.8845216473027863,0.7796198814146512
0.01209114259108901,0.04197903024032712,0.8826791782908371,0.7833187694741603
0.013196421641623601,0.04639921593479812,0.8689570689355566,0.7545071478388748
0.015104252204764634,0.04765332012902945,0.8552400941644518,0.7457370596335173
0.0167525343131274,0.051012076321057975,0.8423125028412848,0.7188934295511075
0.018069542915327474,0.05089818232227117,0.8357023891215476,0.7144671330540635
0.019959995028330013,0.049763933406211436,0.8378302506446209,0.7203656341936509
0.021377941797254607,0.04939165117684752,0.8376724365891836,0.7243026690395385
0.02272413403261453,0.04315828380640596,0.8429130094701108,0.7617454593601615
0.026113019906915724,0.03532560123130679,0.8298079600097328,0.8073519169507739
0.028661726391874254,0.02592426456976682,0.797988095184537,0.8653654033177999
0.03174550106632523,0.014396677957847714,0.7581033964166747,0.9273692303113675
0.030092959437752143,0.01642232306767255,0.7195991775267463,0.9068591117555673
0.024253034469438717,0.03642067720647901,0.6964112620217437,0.7995747402869671
0.01724890965851955,0.03541579144075513,0.7973625916601824,0.8166715113282503
0.012571938743349165,0.02464255754603073,0.8961598790554719,0.8888279588769523
0.010432104580104351,0.021911761490628123,0.9158996691640551,0.9075300567328444
0.010854767548153177,0.018866105820052326,0.901021891336247,0.9164267364959425
0.008522343123331666,0.01612108276458457,0.913049269339035,0.9200436370859395
0.005633157881675288,0.013066226034425199,0.937907814874125,0.9245191378712493
0.004162279903539456,0.010860562528250739,0.9510584213942371,0.9294844686274104
0.003980060158937704,0.009388734208187088,0.951829989003801,0.9352784451355534
0.004025423688290175,0.009498898216406815,0.9479964827188114,0.9346145165566406
0.0040506933255528565,0.011321797384880483,0.9419789019143885,0.9244113217009732
0.0039535238793178,0.01386839454062283,0.9386634555457259,0.9115975053688296
0.0036275196544011123,0.015520387241849676,0.9407987486696321,0.9037446707593932
0.0032581668710918166,0.015200303256278858,0.9477944098352525,0.905946424423482
0.0029339938482735306,0.013213814148912206,0.9564186959391229,0.9173096576332311
0.002586754460935481,0.011299843026790768,0.9656560486966403,0.9293984591664447
0.002452174434438348,0.010397012578323483,0.9716723675780754,0.9368434864342552
0.0027785586462414358,0.010750603425549343,0.9718726521174819,0.9381146191382539
0.0033186863947776146,0.01266867434605956,0.9689067522453589,0.9323465312749173
0.0037406209339678753,0.015076647861860693,0.9656673387932819,0.9231985535517856
0.003771808314922964,0.017592145479284227,0.9632904906706143,0.9129721127544794
0.0032400260024587624,0.017720214964356273,0.9659916192118232,0.9125848837760364
0.0034749109763652086,0.014924296148819849,0.9634895188162254,0.9236841545928882
0.005554262352234218,0.011187869749846868,0.9427464734023301,0.9361827573698454
0.008561179100070149,0.009105662524234504,0.9018250529254719,0.9376718393113574
0.008979428894235753,0.011928344232728705,0.8837050327176152,0.918924441668634
0.007748381787678227,0.014736111872480251,0.901252978785452,0.9046233785275316
0.006678744612145238,0.014558217721059918,0.9273366549274087,0.9084406570191252
0.006204372417414561,0.01837792419246398,0.9312180124097192,0.8990613672987939
0.004895415040664375,0.022364774224115536,0.9462054091891415,0.88917916735771
0.0042685109947342426,0.015745068405522034,0.9638019408392786,0.9179907447190623
0.004867272436968051,0.009752690588356927,0.9568979740900675,0.9431216789766766
0.004296783343306743,0.009448498778510839,0.9585214607381186,0.9456634907358508
0.004000787877885159,0.011024408566299826,0.9616758837926451,0.9397647596169089
0.004521268405369483,0.014354181301314384,0.9593923681269512,0.9271176999742572
0.00504739792086184,0.020620236406102777,0.9579507082176109,0.9057423913031635
0.005478838116687257,0.025311234465334564,0.9535830586282362,0.889557715279062
0.004643812102585798,0.024099571455735713,0.9586533654569982,0.8962047676147928
0.004288355528842658,0.017877671925816685,0.9624112751486532,0.9195210919718569
0.00666625470330473,0.011656164831947535,0.9402628334470137,0.9389850778856514
0.010383872751845047,0.010042511930805631,0.8991807696340874,0.9359424055211946
0.011067267158068717,0.012704318534815684,0.8800580707997254,0.9153759501676559
0.009237524936906993,0.013614958268590271,0.9057144208412444,0.9146980967057388
0.00860522071889136,0.012642468034755439,0.9221231730171592,0.9242020487460152
0.007777506056299899,0.02164511615410447,0.9118535380774201,0.8889492600445393
0.005750253047153819,0.02484733477467671,0.924903712540651,0.8722929635944032
0.0053637915989384055,0.019310034345835447,0.9358234974396875,0.8905576480324209
0.004849668694077991,0.01589522697031498,0.9399472890774435,0.9096470382835165
0.0032291966635966673,0.01225957361748442,0.9691805385401672,0.9325792832164221
0.0032076233692350797,0.010547272191615775,0.9753104492492882,0.9447880230845873
0.005371069797547534,0.019780746195465326,0.9539573757766565,0.9099749518437363
0.007006763065874111,0.029703481530304998,0.9398552738738187,0.872791026379333
0.007530379865784198,0.02144884702283889,0.9406335642400622,0.904756988256209
0.00667186378268525,0.013775434403214604,0.9398876044704914,0.9244283205002647
0.004516955821600277,0.012705224653473124,0.9513083681553904,0.925488546341197
0.003216302560758777,0.012060538661899045,0.9663060023151357,0.9304257738291375
0.0034104268270311877,0.010402514337329194,0.9736998951736056,0.9390217980940913
0.0039041152340359986,0.009797998442081735,0.9714987852938407,0.9434404214844134
0.004155211012403015,0.011870777700096369,0.9644772085085787,0.9356476268768793
0.004021151537017431,0.013097418224788271,0.9589991830836423,0.9296457213818522
0.004340990926721133,0.0117316460236907,0.9531988515862212,0.9326722993688428
0.004854641560086748,0.011684197204886004,0.9416714180582181,0.9288897015018509
0.004532732673396822,0.013467207623762079,0.940606188400567,0.9202579777288594
0.0038683240836689947,0.014884994176100008,0.9509686555956188,0.9143589219635568
0.0034600235885591246,0.015192500373814255,0.9604523773763451,0.9144695041502414
0.0031100297419470735,0.016095913131721318,0.9667561822638493,0.9133021913659528
0.0027611285186139867,0.017488231766037643,0.9725956725698989,0.9096097478955011
0.002764730350463651,0.016485268977703527,0.9782149363796636,0.914894681227112
0.003487515881715808,0.01322314701974392,0.9762895037561906,0.9299700670376907
0.004839290806557983,0.011115180823253468,0.9627370525035731,0.9402386176400972
0.005889572144951671,0.01193876049364917,0.9469238153916082,0.9382462985464093
0.006217718451807741,0.014930376142729074,0.9389266026773058,0.9258551085918956
0.006257138233195292,0.018719717452768236,0.9384351697407489,0.9109103241176981
0.006762361590517685,0.02356232749298215,0.9364830343308583,0.8923274809969403
0.007525488530518487,0.028920635289978236,0.9335725050158817,0.8709847223545208
